scaffold,coverage
NODE_559_length_1852_cov_3.361714,4.441997051
NODE_560_length_1851_cov_3.096325,4.081557751
NODE_561_length_1851_cov_2.762806,3.612784624
NODE_562_length_1851_cov_2.359688,3.073475361
NODE_563_length_1850_cov_2.875766,3.693382263
NODE_564_length_1849_cov_1.624861,2.035268068
NODE_565_length_1848_cov_3.215282,3.998529434
NODE_566_length_1846_cov_3.023451,3.857879162
NODE_567_length_1844_cov_2.955282,4.047935009
NODE_568_length_1843_cov_2.404922,2.954981565
NODE_569_length_1840_cov_2.602801,3.192307711
NODE_570_length_1839_cov_2.885090,3.814486265
NODE_571_length_1834_cov_2.826869,3.755934715
NODE_572_length_1833_cov_3.211474,4.334817886
NODE_573_length_1829_cov_2.528749,3.434200764
NODE_574_length_1829_cov_2.521421,3.194051981
NODE_575_length_1828_cov_1.983644,2.635416746
NODE_576_length_1824_cov_2.477671,3.349253654
NODE_577_length_1824_cov_2.360090,3.107462645
NODE_578_length_1823_cov_2.916855,3.589245796
NODE_579_length_1820_cov_2.866856,3.770209551
NODE_580_length_1818_cov_3.197391,4.066616535
NODE_581_length_1818_cov_1.542825,2.145209551
NODE_582_length_1817_cov_1.931328,2.690636635
NODE_583_length_1815_cov_2.302841,3.148537159
NODE_584_length_1814_cov_2.096646,2.629879951
NODE_585_length_1812_cov_2.104155,2.5774436
NODE_586_length_1811_cov_1.706720,2.312264919
NODE_587_length_1809_cov_2.367731,2.987208366
NODE_588_length_1804_cov_177.282447,224.0543823
NODE_589_length_1801_cov_2.711340,3.483724356
NODE_590_length_1801_cov_2.442153,3.227100611
NODE_591_length_1799_cov_2.130734,2.757002354
NODE_592_length_1798_cov_1.669535,2.092424154
NODE_593_length_1798_cov_1.595525,2.044697046
NODE_594_length_1797_cov_2.075775,2.714935541
NODE_595_length_1793_cov_3.613924,4.855513096
NODE_596_length_1792_cov_2.846862,3.541857004
NODE_597_length_1791_cov_2.855991,3.738766193
NODE_598_length_1787_cov_3.765012,5.177726746
NODE_599_length_1786_cov_2.788562,3.895419836
NODE_600_length_1786_cov_1.799538,2.327481031
NODE_601_length_1785_cov_2.630058,3.289534092
NODE_602_length_1785_cov_1.764740,2.330786943
NODE_603_length_1784_cov_2.192019,2.861620903
NODE_604_length_1783_cov_3.594329,4.753634453
NODE_605_length_1783_cov_2.917824,3.872991562
NODE_606_length_1783_cov_2.612847,3.373374224
NODE_607_length_1781_cov_1.370220,1.863601565
NODE_608_length_1779_cov_3.647912,4.708045959
NODE_609_length_1779_cov_1.613689,2.12643671
NODE_610_length_1776_cov_2.438698,3.207373381
NODE_611_length_1772_cov_3.598136,4.862095356
NODE_612_length_1772_cov_2.973209,3.902157068
NODE_613_length_1771_cov_2.986014,3.984579802
NODE_614_length_1767_cov_9.292640,9.714285851
NODE_615_length_1767_cov_1.491238,1.959845543
NODE_616_length_1766_cov_3.585622,4.697836399
NODE_617_length_1765_cov_1.928655,2.400618792
NODE_618_length_1762_cov_2.956063,3.943410873
NODE_619_length_1762_cov_1.888108,2.513953447
NODE_620_length_1760_cov_2.417595,3.168478251
NODE_621_length_1758_cov_2.897240,3.698757648
NODE_622_length_1758_cov_2.006459,2.672360182
NODE_623_length_1758_cov_1.596594,2.232919216
NODE_624_length_1757_cov_4.361927,5.532245636
NODE_625_length_1757_cov_2.464160,3.43201232
NODE_626_length_1756_cov_3.206349,4.216951847
NODE_627_length_1756_cov_1.715461,2.101866245
NODE_628_length_1748_cov_1.447726,1.785937548
NODE_629_length_1747_cov_2.118794,2.815480947
NODE_630_length_1746_cov_2.731520,3.561815262
NODE_631_length_1746_cov_2.682436,3.402973413
NODE_632_length_1744_cov_1.516874,2.04937315
NODE_633_length_1742_cov_2.900415,3.820251226
NODE_634_length_1741_cov_1.610320,2.363707781
NODE_635_length_1739_cov_1.264846,1.582875133
NODE_636_length_1737_cov_2.782402,3.883556366
NODE_637_length_1734_cov_2.413937,3.009463787
NODE_638_length_1732_cov_2.601073,3.430489779
NODE_639_length_1731_cov_3.095465,4.291699409
NODE_640_length_1730_cov_2.629254,3.613924026
NODE_641_length_1728_cov_2.602510,3.389240503
NODE_642_length_1728_cov_2.359235,2.977848053
NODE_643_length_1728_cov_2.020323,2.680379629
NODE_644_length_1726_cov_2.911430,3.869255066
NODE_645_length_1723_cov_2.074341,2.868149281
NODE_646_length_1722_cov_2.840432,3.846581936
NODE_647_length_1721_cov_2.451981,3.440732002
NODE_648_length_1720_cov_2.442042,3.00716567
NODE_649_length_1718_cov_2.106434,2.832802534
NODE_650_length_1714_cov_23.761905,30.04073524
NODE_651_length_1711_cov_3.326087,4.254603863
NODE_652_length_1710_cov_3.269486,4.538461685
NODE_653_length_1710_cov_1.835045,2.430288553
NODE_654_length_1708_cov_4.068966,5.386218071
NODE_655_length_1708_cov_3.163944,4.097756386
NODE_656_length_1703_cov_1.705097,2.228479385
NODE_657_length_1702_cov_1.652095,2.1779387
NODE_658_length_1701_cov_2.202916,2.943593979
NODE_659_length_1701_cov_1.959295,2.630136967
NODE_660_length_1700_cov_1.623100,2.151612997
NODE_661_length_1699_cov_1.994526,2.696212769
NODE_662_length_1698_cov_3.027998,4.150806427
NODE_663_length_1697_cov_2.571864,3.158999205
NODE_664_length_1696_cov_2.889701,3.672051668
NODE_665_length_1694_cov_2.206223,2.879449844
NODE_666_length_1693_cov_2.952991,3.749797583
NODE_667_length_1693_cov_2.428571,3.325505972
NODE_668_length_1691_cov_2.301956,2.901865482
NODE_669_length_1691_cov_2.231663,2.778588772
NODE_670_length_1688_cov_1.737906,2.214285612
NODE_671_length_1685_cov_2.171779,2.80471921
NODE_672_length_1684_cov_2.279926,2.969055414
NODE_673_length_1683_cov_3.804668,5.212713718
NODE_674_length_1683_cov_2.872850,3.929910421
NODE_675_length_1683_cov_2.675061,3.479217529
NODE_676_length_1683_cov_2.513514,3.282803535
NODE_677_length_1682_cov_2.484942,3.250407934
NODE_678_length_1682_cov_2.465888,3.310766697
NODE_679_length_1676_cov_2.165947,3.004909992
NODE_680_length_1675_cov_1.979630,2.660933733
NODE_681_length_1674_cov_2.637431,3.436885357
NODE_682_length_1672_cov_5.784168,6.906404018
NODE_683_length_1671_cov_2.012995,2.636811733
NODE_684_length_1667_cov_4.644541,5.913580418
NODE_685_length_1665_cov_2.963354,3.989282846
NODE_686_length_1664_cov_2.174021,2.76485157
NODE_687_length_1660_cov_3.514019,4.638245106
NODE_688_length_1658_cov_5.986276,7.44288063
NODE_689_length_1658_cov_2.134124,2.861754894
NODE_690_length_1657_cov_1.726592,2.302402735
NODE_691_length_1656_cov_2.787633,3.466832399
NODE_692_length_1652_cov_3.755166,4.638935089
NODE_693_length_1651_cov_10.869048,13.44629478
NODE_694_length_1651_cov_3.355890,4.437968254
NODE_695_length_1651_cov_2.433584,3.209825039
NODE_696_length_1649_cov_1.890213,2.552872658
NODE_697_length_1647_cov_1.643216,2.106755733
NODE_698_length_1647_cov_1.342965,1.665554643
NODE_699_length_1645_cov_4.026415,5.401002407
NODE_700_length_1644_cov_3.181246,4.147157192
NODE_701_length_1644_cov_1.943361,2.606187344
NODE_702_length_1641_cov_2.821564,3.481139898
NODE_703_length_1640_cov_2.793691,3.225671053
NODE_704_length_1638_cov_2.056222,2.749161005
NODE_705_length_1634_cov_3.162128,4.058080673
NODE_706_length_1632_cov_3.513633,4.544688225
NODE_707_length_1630_cov_1.938413,2.297297239
NODE_708_length_1629_cov_2.787802,3.573839664
NODE_709_length_1629_cov_1.980305,2.662447214
NODE_710_length_1628_cov_3.748252,5.28125
NODE_711_length_1625_cov_3.101911,4.159187317
NODE_712_length_1623_cov_3.918367,4.815097332
NODE_713_length_1622_cov_2.549458,3.36502552
NODE_714_length_1621_cov_3.381865,4.796091557
NODE_715_length_1619_cov_2.563939,3.325403452
NODE_716_length_1618_cov_2.406910,3.151360512
NODE_717_length_1617_cov_96.522407,119.4621277
NODE_718_length_1617_cov_3.051857,3.971063852
NODE_719_length_1616_cov_2.549007,3.550255537
NODE_720_length_1615_cov_3.484615,4.760443211
NODE_721_length_1614_cov_1.913406,2.503412962
NODE_722_length_1610_cov_3.211576,4.282534122
NODE_723_length_1609_cov_5.097812,6.363558769
NODE_724_length_1607_cov_2.992912,3.964010239
NODE_725_length_1604_cov_2.487411,3.196735382
NODE_726_length_1604_cov_2.060039,2.730240583
NODE_727_length_1604_cov_2.052937,3.026632309
NODE_728_length_1603_cov_2.637597,3.540842533
NODE_729_length_1603_cov_1.638243,2.187446356
NODE_730_length_1602_cov_3.499030,4.348536968
NODE_731_length_1602_cov_1.806076,2.432874441
NODE_732_length_1602_cov_1.744021,2.355421782
NODE_733_length_1600_cov_2.256958,2.985344887
NODE_734_length_1600_cov_2.229126,2.888792992
NODE_735_length_1599_cov_1.478627,1.95348835
NODE_736_length_1598_cov_2.613091,3.407758713
NODE_737_length_1597_cov_2.517510,3.36496973
NODE_738_length_1597_cov_2.282101,2.935289145
NODE_739_length_1597_cov_1.498054,1.919758439
NODE_740_length_1597_cov_1.496109,1.990509033
NODE_741_length_1596_cov_2.093446,2.773747921
NODE_742_length_1595_cov_2.224675,2.986171246
NODE_743_length_1594_cov_2.729695,3.593425512
NODE_744_length_1594_cov_1.765432,2.087370157
NODE_745_length_1593_cov_2.178804,2.903896093
NODE_746_length_1592_cov_1.795055,2.453206301
NODE_747_length_1591_cov_2.619792,3.380745888
NODE_748_length_1591_cov_1.933594,2.594969749
NODE_749_length_1591_cov_1.722656,2.387684345
NODE_750_length_1590_cov_2.330945,3.151041746
NODE_751_length_1589_cov_1.878748,2.260190725
NODE_752_length_1589_cov_1.772490,2.160450935
NODE_753_length_1588_cov_3.090020,4.060763836
NODE_754_length_1588_cov_1.395303,1.717881918
NODE_755_length_1586_cov_3.089484,4.20086956
NODE_756_length_1586_cov_1.440888,2.079130411
NODE_757_length_1584_cov_2.846305,3.846689939
NODE_758_length_1584_cov_1.866579,2.286585331
NODE_759_length_1583_cov_2.372382,3.089799404
NODE_760_length_1583_cov_2.153141,2.898866653
NODE_761_length_1582_cov_2.269155,3.137870789
NODE_762_length_1581_cov_1.929227,2.448035002
NODE_763_length_1579_cov_2.410761,3.062008619
NODE_764_length_1578_cov_2.499672,3.265734196
NODE_765_length_1577_cov_2.784494,3.59842515
NODE_766_length_1573_cov_1.756258,2.260755062
NODE_767_length_1573_cov_1.713439,2.200175524
NODE_768_length_1572_cov_2.435728,3.1898067
NODE_769_length_1571_cov_3.529683,4.697449207
NODE_770_length_1571_cov_2.414248,3.080914736
NODE_771_length_1571_cov_2.271108,2.890941143
NODE_772_length_1571_cov_1.796174,2.373790741
NODE_773_length_1570_cov_1.638944,2.152288675
NODE_774_length_1569_cov_2.339498,3.0307827
NODE_775_length_1569_cov_1.949141,2.623570919
NODE_776_length_1568_cov_2.288830,3.159331083
NODE_777_length_1567_cov_3.222222,4.06784153
NODE_778_length_1567_cov_2.972884,4.197356701
NODE_779_length_1567_cov_2.048280,2.725110054
NODE_780_length_1566_cov_1.803441,2.281305075
NODE_781_length_1566_cov_1.373263,1.73368609
NODE_782_length_1565_cov_2.101325,2.729038
NODE_783_length_1564_cov_2.239894,2.994699717
NODE_784_length_1563_cov_1.657825,2.137046814
NODE_785_length_1562_cov_2.211015,3.046017647
NODE_786_length_1561_cov_2.452855,3.255093098
NODE_787_length_1559_cov_2.793218,3.537643909
NODE_788_length_1559_cov_2.304521,2.88308239
NODE_789_length_1557_cov_2.597204,3.386867762
NODE_790_length_1553_cov_2.324433,3.117542267
NODE_791_length_1552_cov_1.521042,2.157753944
NODE_792_length_1551_cov_2.534759,3.225691319
NODE_793_length_1549_cov_4.023427,5.365745068
NODE_794_length_1548_cov_2.306765,3.08571434
NODE_795_length_1548_cov_1.634963,2.01160717
NODE_796_length_1547_cov_1.768097,2.22162652
NODE_797_length_1545_cov_1.922819,2.496866703
NODE_798_length_1544_cov_2.089322,2.608422995
NODE_799_length_1540_cov_2.189899,2.70413661
NODE_800_length_1540_cov_1.930640,2.613309383
NODE_801_length_1540_cov_1.759596,2.615108013
NODE_802_length_1539_cov_2.342992,2.82569623
NODE_803_length_1539_cov_1.665094,2.183288336
NODE_804_length_1538_cov_1.835469,2.374100685
NODE_805_length_1535_cov_2.564189,3.376014471
NODE_806_length_1534_cov_2.021636,2.787003517
NODE_807_length_1528_cov_2.304141,2.913949251
NODE_808_length_1528_cov_2.051595,2.613224745
NODE_809_length_1528_cov_1.708079,2.23550725
NODE_810_length_1526_cov_2.806254,3.486388445
NODE_811_length_1524_cov_2.326753,2.886363745
NODE_812_length_1524_cov_2.311096,3.120908976
NODE_813_length_1522_cov_2.860941,3.865209579
NODE_814_length_1521_cov_1.806958,2.250683784
NODE_815_length_1520_cov_1.677133,2.073904991
NODE_816_length_1519_cov_1.536202,1.917958021
NODE_817_length_1518_cov_2.004785,3.007299185
NODE_818_length_1518_cov_1.702666,2.166058302
NODE_819_length_1517_cov_2.758550,3.593607187
NODE_820_length_1517_cov_2.258550,2.953424692
NODE_821_length_1517_cov_1.835841,2.400913239
NODE_822_length_1513_cov_2.853224,3.882676363
NODE_823_length_1513_cov_2.130316,2.804766178
NODE_824_length_1512_cov_2.220316,2.740366936
NODE_825_length_1511_cov_1.554945,1.954086304
NODE_826_length_1510_cov_2.651546,3.487132311
NODE_827_length_1510_cov_2.005498,2.619485378
NODE_828_length_1510_cov_1.920275,2.503676414
NODE_829_length_1508_cov_1.606332,2.014705896
NODE_830_length_1506_cov_1.599586,2.183241367
NODE_831_length_1504_cov_2.104210,2.636531353
NODE_832_length_1504_cov_1.809524,2.288745403
NODE_833_length_1504_cov_1.488613,1.872693777
NODE_834_length_1503_cov_3.087017,3.705447912
NODE_835_length_1502_cov_1.876296,2.454713583
NODE_836_length_1502_cov_1.855563,2.3974123
